"","StateFullName","Year","Population","Category","State","Revenue","Description","Unemployment"
"2581","Hawaii",2005,1292729,"T20","HI",0,"Alcoholic Beverages License",0.05083
"2582","Hawaii",2005,1292729,"T01","HI",0,"Property Taxes",0.05083
"2583","Hawaii",2005,1292729,"T10","HI",43717,"Alcoholic Beverages Sales Tax",0.05083
"2584","Hawaii",2005,1292729,"T11","HI",0,"Amusements Sales Tax",0.05083
"2585","Hawaii",2005,1292729,"T24","HI",99735,"Motor Vehicles License",0.05083
"2586","Hawaii",2005,1292729,"T16","HI",85244,"Tobacco Products Sales Tax",0.05083
"2587","Hawaii",2005,1292729,"T21","HI",0,"Amusements License",0.05083
"2588","Hawaii",2005,1292729,"T14","HI",0,"Pari-mutuels Sales Tax",0.05083
"2589","Hawaii",2005,1292729,"T50","HI",12712,"Death and Gift Taxes",0.05083
"2590","Hawaii",2005,1292729,"T28","HI",22117,"Occupation and Businesses License, NEC",0.05083
"2591","Hawaii",2005,1292729,"T12","HI",87285,"Insurance Premiums Sales Tax",0.05083
"2592","Hawaii",2005,1292729,"T09","HI",2136604,"General Sales and Gross Receipts Taxes",0.05083
"2593","Hawaii",2005,1292729,"T41","HI",124125,"Corporation Net Income Taxes",0.05083
"2594","Hawaii",2005,1292729,"T51","HI",24316,"Documentary and Stock Transfer Taxes",0.05083
"2595","Hawaii",2005,1292729,"T22","HI",2017,"Corporations in General License",0.05083
"2596","Hawaii",2005,1292729,"T40","HI",1381481,"Individual Income Taxes",0.05083
"2597","Hawaii",2005,1292729,"T27","HI",16871,"Public Utilities License",0.05083
"2598","Hawaii",2005,1292729,"T99","HI",0,"Taxes, NEC",0.05083
"2599","Hawaii",2005,1292729,"T15","HI",108686,"Public Utilities Sales Tax",0.05083
"2600","Hawaii",2005,1292729,"T13","HI",86426,"Motor Fuels Sales Tax",0.05083
"2601","Hawaii",2005,1292729,"T53","HI",0,"Severance Taxes",0.05083
"2602","Hawaii",2005,1292729,"T19","HI",200651,"Other Selective Sales and Gross Receipts Taxes",0.05083
"2603","Hawaii",2006,1309731,"T19","HI",221697,"Other Selective Sales and Gross Receipts Taxes",0.04608
"2604","Hawaii",2006,1309731,"T24","HI",108030,"Motor Vehicles License",0.04608
"2605","Hawaii",2006,1309731,"T16","HI",88261,"Tobacco Products Sales Tax",0.04608
"2606","Hawaii",2006,1309731,"T09","HI",2355316,"General Sales and Gross Receipts Taxes",0.04608
"2607","Hawaii",2006,1309731,"T20","HI",0,"Alcoholic Beverages License",0.04608
"2608","Hawaii",2006,1309731,"T50","HI",4017,"Death and Gift Taxes",0.04608
"2609","Hawaii",2006,1309731,"T21","HI",0,"Amusements License",0.04608
"2610","Hawaii",2006,1309731,"T41","HI",148084,"Corporation Net Income Taxes",0.04608
"2611","Hawaii",2006,1309731,"T11","HI",0,"Amusements Sales Tax",0.04608
"2612","Hawaii",2006,1309731,"T15","HI",120679,"Public Utilities Sales Tax",0.04608
"2613","Hawaii",2006,1309731,"T28","HI",22847,"Occupation and Businesses License, NEC",0.04608
"2614","Hawaii",2006,1309731,"T51","HI",56574,"Documentary and Stock Transfer Taxes",0.04608
"2615","Hawaii",2006,1309731,"T40","HI",1550757,"Individual Income Taxes",0.04608
"2616","Hawaii",2006,1309731,"T23","HI",372,"Hunting and Fishing License",0.04608
"2617","Hawaii",2006,1309731,"T13","HI",87476,"Motor Fuels Sales Tax",0.04608
"2618","Hawaii",2006,1309731,"T25","HI",465,"Motor Vehicle Operators License",0.04608
"2619","Hawaii",2006,1309731,"T22","HI",1402,"Corporations in General License",0.04608
"2620","Hawaii",2006,1309731,"T01","HI",0,"Property Taxes",0.04608
"2621","Hawaii",2006,1309731,"T29","HI",1545,"Other License Taxes",0.04608
"2622","Hawaii",2006,1309731,"T12","HI",92219,"Insurance Premiums Sales Tax",0.04608
"2623","Hawaii",2006,1309731,"T10","HI",45955,"Alcoholic Beverages Sales Tax",0.04608
"2624","Hawaii",2006,1309731,"T27","HI",12959,"Public Utilities License",0.04608
"2625","Hawaii",2006,1309731,"T14","HI",0,"Pari-mutuels Sales Tax",0.04608
"2626","Hawaii",2006,1309731,"T53","HI",0,"Severance Taxes",0.04608
"2627","Hawaii",2006,1309731,"T99","HI",0,"Taxes, NEC",0.04608
"2628","Hawaii",2007,1315675,"T12","HI",99079,"Insurance Premiums Sales Tax",0.04616
"2629","Hawaii",2007,1315675,"T09","HI",2557644,"General Sales and Gross Receipts Taxes",0.04616
"2630","Hawaii",2007,1315675,"T99","HI",0,"Taxes, NEC",0.04616
"2631","Hawaii",2007,1315675,"T25","HI",446,"Motor Vehicle Operators License",0.04616
"2632","Hawaii",2007,1315675,"T15","HI",124017,"Public Utilities Sales Tax",0.04616
"2633","Hawaii",2007,1315675,"T14","HI",0,"Pari-mutuels Sales Tax",0.04616
"2634","Hawaii",2007,1315675,"T27","HI",14580,"Public Utilities License",0.04616
"2635","Hawaii",2007,1315675,"T10","HI",46034,"Alcoholic Beverages Sales Tax",0.04616
"2636","Hawaii",2007,1315675,"T22","HI",1478,"Corporations in General License",0.04616
"2637","Hawaii",2007,1315675,"T21","HI",0,"Amusements License",0.04616
"2638","Hawaii",2007,1315675,"T53","HI",0,"Severance Taxes",0.04616
"2639","Hawaii",2007,1315675,"T41","HI",100847,"Corporation Net Income Taxes",0.04616
"2640","Hawaii",2007,1315675,"T29","HI",1461,"Other License Taxes",0.04616
"2641","Hawaii",2007,1315675,"T24","HI",108314,"Motor Vehicles License",0.04616
"2642","Hawaii",2007,1315675,"T01","HI",0,"Property Taxes",0.04616
"2643","Hawaii",2007,1315675,"T50","HI",162,"Death and Gift Taxes",0.04616
"2644","Hawaii",2007,1315675,"T23","HI",440,"Hunting and Fishing License",0.04616
"2645","Hawaii",2007,1315675,"T16","HI",85779,"Tobacco Products Sales Tax",0.04616
"2646","Hawaii",2007,1315675,"T28","HI",26176,"Occupation and Businesses License, NEC",0.04616
"2647","Hawaii",2007,1315675,"T20","HI",0,"Alcoholic Beverages License",0.04616
"2648","Hawaii",2007,1315675,"T11","HI",0,"Amusements Sales Tax",0.04616
"2649","Hawaii",2007,1315675,"T51","HI",48324,"Documentary and Stock Transfer Taxes",0.04616
"2650","Hawaii",2007,1315675,"T13","HI",89729,"Motor Fuels Sales Tax",0.04616
"2651","Hawaii",2007,1315675,"T19","HI",225683,"Other Selective Sales and Gross Receipts Taxes",0.04616
"2652","Hawaii",2007,1315675,"T40","HI",1560306,"Individual Income Taxes",0.04616
"2653","Hawaii",2008,1332213,"T99","HI",0,"Taxes, NEC",0.058
"2654","Hawaii",2008,1332213,"T53","HI",0,"Severance Taxes",0.058
"2655","Hawaii",2008,1332213,"T12","HI",99158,"Insurance Premiums Sales Tax",0.058
"2656","Hawaii",2008,1332213,"T15","HI",127481,"Public Utilities Sales Tax",0.058
"2657","Hawaii",2008,1332213,"T27","HI",15819,"Public Utilities License",0.058
"2658","Hawaii",2008,1332213,"T16","HI",89265,"Tobacco Products Sales Tax",0.058
"2659","Hawaii",2008,1332213,"T40","HI",1544835,"Individual Income Taxes",0.058
"2660","Hawaii",2008,1332213,"T28","HI",25790,"Occupation and Businesses License, NEC",0.058
"2661","Hawaii",2008,1332213,"T13","HI",94080,"Motor Fuels Sales Tax",0.058
"2662","Hawaii",2008,1332213,"T09","HI",2619595,"General Sales and Gross Receipts Taxes",0.058
"2663","Hawaii",2008,1332213,"T14","HI",0,"Pari-mutuels Sales Tax",0.058
"2664","Hawaii",2008,1332213,"T10","HI",45620,"Alcoholic Beverages Sales Tax",0.058
"2665","Hawaii",2008,1332213,"T41","HI",105294,"Corporation Net Income Taxes",0.058
"2666","Hawaii",2008,1332213,"T22","HI",1575,"Corporations in General License",0.058
"2667","Hawaii",2008,1332213,"T23","HI",424,"Hunting and Fishing License",0.058
"2668","Hawaii",2008,1332213,"T29","HI",1507,"Other License Taxes",0.058
"2669","Hawaii",2008,1332213,"T24","HI",111262,"Motor Vehicles License",0.058
"2670","Hawaii",2008,1332213,"T21","HI",0,"Amusements License",0.058
"2671","Hawaii",2008,1332213,"T25","HI",404,"Motor Vehicle Operators License",0.058
"2672","Hawaii",2008,1332213,"T01","HI",0,"Property Taxes",0.058
"2673","Hawaii",2008,1332213,"T19","HI",226980,"Other Selective Sales and Gross Receipts Taxes",0.058
"2674","Hawaii",2008,1332213,"T20","HI",0,"Alcoholic Beverages License",0.058
"2675","Hawaii",2008,1332213,"T11","HI",0,"Amusements Sales Tax",0.058
"2676","Hawaii",2008,1332213,"T50","HI",164,"Death and Gift Taxes",0.058
"2677","Hawaii",2008,1332213,"T51","HI",38316,"Documentary and Stock Transfer Taxes",0.058
"2678","Hawaii",2009,1346717,"T41","HI",78597,"Corporation Net Income Taxes",0.0928
"2679","Hawaii",2009,1346717,"T15","HI",126069,"Public Utilities Sales Tax",0.0928
"2680","Hawaii",2009,1346717,"T51","HI",23773,"Documentary and Stock Transfer Taxes",0.0928
"2681","Hawaii",2009,1346717,"T53","HI",0,"Severance Taxes",0.0928
"2682","Hawaii",2009,1346717,"T99","HI",0,"Taxes, NEC",0.0928
"2683","Hawaii",2009,1346717,"T21","HI",0,"Amusements License",0.0928
"2684","Hawaii",2009,1346717,"T23","HI",397,"Hunting and Fishing License",0.0928
"2685","Hawaii",2009,1346717,"T12","HI",98038,"Insurance Premiums Sales Tax",0.0928
"2686","Hawaii",2009,1346717,"T50","HI",274,"Death and Gift Taxes",0.0928
"2687","Hawaii",2009,1346717,"T10","HI",47242,"Alcoholic Beverages Sales Tax",0.0928
"2688","Hawaii",2009,1346717,"T40","HI",1338702,"Individual Income Taxes",0.0928
"2689","Hawaii",2009,1346717,"T24","HI",100413,"Motor Vehicles License",0.0928
"2690","Hawaii",2009,1346717,"T29","HI",1206,"Other License Taxes",0.0928
"2691","Hawaii",2009,1346717,"T11","HI",0,"Amusements Sales Tax",0.0928
"2692","Hawaii",2009,1346717,"T22","HI",1402,"Corporations in General License",0.0928
"2693","Hawaii",2009,1346717,"T27","HI",16171,"Public Utilities License",0.0928
"2694","Hawaii",2009,1346717,"T16","HI",88145,"Tobacco Products Sales Tax",0.0928
"2695","Hawaii",2009,1346717,"T19","HI",212211,"Other Selective Sales and Gross Receipts Taxes",0.0928
"2696","Hawaii",2009,1346717,"T13","HI",91712,"Motor Fuels Sales Tax",0.0928
"2697","Hawaii",2009,1346717,"T20","HI",0,"Alcoholic Beverages License",0.0928
"2698","Hawaii",2009,1346717,"T09","HI",2461618,"General Sales and Gross Receipts Taxes",0.0928
"2699","Hawaii",2009,1346717,"T01","HI",0,"Property Taxes",0.0928
"2700","Hawaii",2009,1346717,"T28","HI",26390,"Occupation and Businesses License, NEC",0.0928
"2701","Hawaii",2009,1346717,"T25","HI",291,"Motor Vehicle Operators License",0.0928
"2702","Hawaii",2009,1346717,"T14","HI",0,"Pari-mutuels Sales Tax",0.0928
"2703","Hawaii",2010,1363731,"T15","HI",157661,"Public Utilities Sales Tax",0.09608
"2704","Hawaii",2010,1363731,"T09","HI",2316434,"General Sales and Gross Receipts Taxes",0.09608
"2705","Hawaii",2010,1363731,"T40","HI",1527790,"Individual Income Taxes",0.09608
"2706","Hawaii",2010,1363731,"T19","HI",225672,"Other Selective Sales and Gross Receipts Taxes",0.09608
"2707","Hawaii",2010,1363731,"T50","HI",0,"Death and Gift Taxes",0.09608
"2708","Hawaii",2010,1363731,"T25","HI",241,"Motor Vehicle Operators License",0.09608
"2709","Hawaii",2010,1363731,"T28","HI",21682,"Occupation and Businesses License, NEC",0.09608
"2710","Hawaii",2010,1363731,"T99","HI",0,"Taxes, NEC",0.09608
"2711","Hawaii",2010,1363731,"T16","HI",105523,"Tobacco Products Sales Tax",0.09608
"2712","Hawaii",2010,1363731,"T12","HI",108646,"Insurance Premiums Sales Tax",0.09608
"2713","Hawaii",2010,1363731,"T10","HI",44074,"Alcoholic Beverages Sales Tax",0.09608
"2714","Hawaii",2010,1363731,"T21","HI",0,"Amusements License",0.09608
"2715","Hawaii",2010,1363731,"T11","HI",0,"Amusements Sales Tax",0.09608
"2716","Hawaii",2010,1363731,"T53","HI",0,"Severance Taxes",0.09608
"2717","Hawaii",2010,1363731,"T01","HI",0,"Property Taxes",0.09608
"2718","Hawaii",2010,1363731,"T14","HI",0,"Pari-mutuels Sales Tax",0.09608
"2719","Hawaii",2010,1363731,"T41","HI",79853,"Corporation Net Income Taxes",0.09608
"2720","Hawaii",2010,1363731,"T20","HI",0,"Alcoholic Beverages License",0.09608
"2721","Hawaii",2010,1363731,"T13","HI",86370,"Motor Fuels Sales Tax",0.09608
"2722","Hawaii",2010,1363731,"T24","HI",100575,"Motor Vehicles License",0.09608
"2723","Hawaii",2010,1363731,"T51","HI",39887,"Documentary and Stock Transfer Taxes",0.09608
"2724","Hawaii",2010,1363731,"T22","HI",1461,"Corporations in General License",0.09608
"2725","Hawaii",2010,1363731,"T27","HI",20325,"Public Utilities License",0.09608
"2726","Hawaii",2010,1363731,"T23","HI",378,"Hunting and Fishing License",0.09608
"2727","Hawaii",2010,1363731,"T29","HI",1290,"Other License Taxes",0.09608
"2728","Hawaii",2011,1376897,"T19","HI",309199,"Other Selective Sales and Gross Receipts Taxes",0.0894
"2729","Hawaii",2011,1376897,"T99","HI",0,"Taxes, NEC",0.0894
"2730","Hawaii",2011,1376897,"T27","HI",15785,"Public Utilities License",0.0894
"2731","Hawaii",2011,1376897,"T20","HI",0,"Alcoholic Beverages License",0.0894
"2732","Hawaii",2011,1376897,"T10","HI",48054,"Alcoholic Beverages Sales Tax",0.0894
"2733","Hawaii",2011,1376897,"T21","HI",0,"Amusements License",0.0894
"2734","Hawaii",2011,1376897,"T50","HI",6899,"Death and Gift Taxes",0.0894
"2735","Hawaii",2011,1376897,"T14","HI",0,"Pari-mutuels Sales Tax",0.0894
"2736","Hawaii",2011,1376897,"T29","HI",1171,"Other License Taxes",0.0894
"2737","Hawaii",2011,1376897,"T41","HI",67859,"Corporation Net Income Taxes",0.0894
"2738","Hawaii",2011,1376897,"T16","HI",125797,"Tobacco Products Sales Tax",0.0894
"2739","Hawaii",2011,1376897,"T11","HI",0,"Amusements Sales Tax",0.0894
"2740","Hawaii",2011,1376897,"T22","HI",1479,"Corporations in General License",0.0894
"2741","Hawaii",2011,1376897,"T28","HI",27386,"Occupation and Businesses License, NEC",0.0894
"2742","Hawaii",2011,1376897,"T24","HI",104923,"Motor Vehicles License",0.0894
"2743","Hawaii",2011,1376897,"T40","HI",1247291,"Individual Income Taxes",0.0894
"2744","Hawaii",2011,1376897,"T15","HI",117940,"Public Utilities Sales Tax",0.0894
"2745","Hawaii",2011,1376897,"T12","HI",143455,"Insurance Premiums Sales Tax",0.0894
"2746","Hawaii",2011,1376897,"T25","HI",349,"Motor Vehicle Operators License",0.0894
"2747","Hawaii",2011,1376897,"T23","HI",432,"Hunting and Fishing License",0.0894
"2748","Hawaii",2011,1376897,"T53","HI",0,"Severance Taxes",0.0894
"2749","Hawaii",2011,1376897,"T13","HI",95310,"Motor Fuels Sales Tax",0.0894
"2750","Hawaii",2011,1376897,"T09","HI",2495807,"General Sales and Gross Receipts Taxes",0.0894
"2751","Hawaii",2011,1376897,"T51","HI",48593,"Documentary and Stock Transfer Taxes",0.0894
"2752","Hawaii",2011,1376897,"T01","HI",0,"Property Taxes",0.0894
"2753","Hawaii",2012,1390090,"T19","HI",346598,"Other Selective Sales and Gross Receipts Taxes",0.0806
"2754","Hawaii",2012,1390090,"T53","HI",0,"Severance Taxes",0.0806
"2755","Hawaii",2012,1390090,"T25","HI",487,"Motor Vehicle Operators License",0.0806
"2756","Hawaii",2012,1390090,"T99","HI",0,"Taxes, NEC",0.0806
"2757","Hawaii",2012,1390090,"T50","HI",14125,"Death and Gift Taxes",0.0806
"2758","Hawaii",2012,1390090,"T51","HI",40572,"Documentary and Stock Transfer Taxes",0.0806
"2759","Hawaii",2012,1390090,"T28","HI",31168,"Occupation and Businesses License, NEC",0.0806
"2760","Hawaii",2012,1390090,"T11","HI",0,"Amusements Sales Tax",0.0806
"2761","Hawaii",2012,1390090,"T22","HI",1539,"Corporations in General License",0.0806
"2762","Hawaii",2012,1390090,"T13","HI",93349,"Motor Fuels Sales Tax",0.0806
"2763","Hawaii",2012,1390090,"T29","HI",1162,"Other License Taxes",0.0806
"2764","Hawaii",2012,1390090,"T40","HI",1540746,"Individual Income Taxes",0.0806
"2765","Hawaii",2012,1390090,"T09","HI",2697951,"General Sales and Gross Receipts Taxes",0.0806
"2766","Hawaii",2012,1390090,"T15","HI",150528,"Public Utilities Sales Tax",0.0806
"2767","Hawaii",2012,1390090,"T27","HI",17810,"Public Utilities License",0.0806
"2768","Hawaii",2012,1390090,"T16","HI",121971,"Tobacco Products Sales Tax",0.0806
"2769","Hawaii",2012,1390090,"T23","HI",465,"Hunting and Fishing License",0.0806
"2770","Hawaii",2012,1390090,"T20","HI",0,"Alcoholic Beverages License",0.0806
"2771","Hawaii",2012,1390090,"T41","HI",80256,"Corporation Net Income Taxes",0.0806
"2772","Hawaii",2012,1390090,"T24","HI",206164,"Motor Vehicles License",0.0806
"2773","Hawaii",2012,1390090,"T01","HI",0,"Property Taxes",0.0806
"2774","Hawaii",2012,1390090,"T10","HI",48854,"Alcoholic Beverages Sales Tax",0.0806
"2775","Hawaii",2012,1390090,"T12","HI",122401,"Insurance Premiums Sales Tax",0.0806
"2776","Hawaii",2012,1390090,"T14","HI",0,"Pari-mutuels Sales Tax",0.0806
"2777","Hawaii",2012,1390090,"T21","HI",0,"Amusements License",0.0806
"2778","Hawaii",2013,1404054,"T16","HI",112104,"Tobacco Products Sales Tax",0.07366
"2779","Hawaii",2013,1404054,"T27","HI",20111,"Public Utilities License",0.07366
"2780","Hawaii",2013,1404054,"T22","HI",1606,"Corporations in General License",0.07366
"2781","Hawaii",2013,1404054,"T11","HI",0,"Amusements Sales Tax",0.07366
"2782","Hawaii",2013,1404054,"T19","HI",433679,"Other Selective Sales and Gross Receipts Taxes",0.07366
"2783","Hawaii",2013,1404054,"T28","HI",30866,"Occupation and Businesses License, NEC",0.07366
"2784","Hawaii",2013,1404054,"T23","HI",488,"Hunting and Fishing License",0.07366
"2785","Hawaii",2013,1404054,"T15","HI",163930,"Public Utilities Sales Tax",0.07366
"2786","Hawaii",2013,1404054,"T29","HI",1388,"Other License Taxes",0.07366
"2787","Hawaii",2013,1404054,"T09","HI",2944487,"General Sales and Gross Receipts Taxes",0.07366
"2788","Hawaii",2013,1404054,"T01","HI",0,"Property Taxes",0.07366
"2789","Hawaii",2013,1404054,"T99","HI",0,"Taxes, NEC",0.07366
"2790","Hawaii",2013,1404054,"T53","HI",0,"Severance Taxes",0.07366
"2791","Hawaii",2013,1404054,"T24","HI",175341,"Motor Vehicles License",0.07366
"2792","Hawaii",2013,1404054,"T12","HI",136542,"Insurance Premiums Sales Tax",0.07366
"2793","Hawaii",2013,1404054,"T10","HI",48962,"Alcoholic Beverages Sales Tax",0.07366
"2794","Hawaii",2013,1404054,"T51","HI",56219,"Documentary and Stock Transfer Taxes",0.07366
"2795","Hawaii",2013,1404054,"T14","HI",0,"Pari-mutuels Sales Tax",0.07366
"2796","Hawaii",2013,1404054,"T13","HI",92516,"Motor Fuels Sales Tax",0.07366
"2797","Hawaii",2013,1404054,"T21","HI",0,"Amusements License",0.07366
"2798","Hawaii",2013,1404054,"T20","HI",0,"Alcoholic Beverages License",0.07366
"2799","Hawaii",2013,1404054,"T50","HI",14886,"Death and Gift Taxes",0.07366
"2800","Hawaii",2013,1404054,"T41","HI",123661,"Corporation Net Income Taxes",0.07366
"2801","Hawaii",2013,1404054,"T25","HI",389,"Motor Vehicle Operators License",0.07366
"2802","Hawaii",2013,1404054,"T40","HI",1735718,"Individual Income Taxes",0.07366
"2803","Hawaii",2014,1419561,"T21","HI",0,"Amusements License",0.0615
"2804","Hawaii",2014,1419561,"T09","HI",2825041,"General Sales and Gross Receipts Taxes",0.0615
"2805","Hawaii",2014,1419561,"T99","HI",0,"Taxes, NEC",0.0615
"2806","Hawaii",2014,1419561,"T20","HI",0,"Alcoholic Beverages License",0.0615
"2807","Hawaii",2014,1419561,"T23","HI",536,"Hunting and Fishing License",0.0615
"2808","Hawaii",2014,1419561,"T10","HI",48305,"Alcoholic Beverages Sales Tax",0.0615
"2809","Hawaii",2014,1419561,"T13","HI",93598,"Motor Fuels Sales Tax",0.0615
"2810","Hawaii",2014,1419561,"T15","HI",166179,"Public Utilities Sales Tax",0.0615
"2811","Hawaii",2014,1419561,"T27","HI",21183,"Public Utilities License",0.0615
"2812","Hawaii",2014,1419561,"T50","HI",14789,"Death and Gift Taxes",0.0615
"2813","Hawaii",2014,1419561,"T40","HI",1745461,"Individual Income Taxes",0.0615
"2814","Hawaii",2014,1419561,"T19","HI",464803,"Other Selective Sales and Gross Receipts Taxes",0.0615
"2815","Hawaii",2014,1419561,"T51","HI",75831,"Documentary and Stock Transfer Taxes",0.0615
"2816","Hawaii",2014,1419561,"T14","HI",0,"Pari-mutuels Sales Tax",0.0615
"2817","Hawaii",2014,1419561,"T22","HI",1691,"Corporations in General License",0.0615
"2818","Hawaii",2014,1419561,"T24","HI",168980,"Motor Vehicles License",0.0615
"2819","Hawaii",2014,1419561,"T16","HI",107685,"Tobacco Products Sales Tax",0.0615
"2820","Hawaii",2014,1419561,"T11","HI",0,"Amusements Sales Tax",0.0615
"2821","Hawaii",2014,1419561,"T01","HI",0,"Property Taxes",0.0615
"2822","Hawaii",2014,1419561,"T53","HI",0,"Severance Taxes",0.0615
"2823","Hawaii",2014,1419561,"T25","HI",360,"Motor Vehicle Operators License",0.0615
"2824","Hawaii",2014,1419561,"T12","HI",142051,"Insurance Premiums Sales Tax",0.0615
"2825","Hawaii",2014,1419561,"T28","HI",29480,"Occupation and Businesses License, NEC",0.0615
"2826","Hawaii",2014,1419561,"T29","HI",1313,"Other License Taxes",0.0615
"2827","Hawaii",2014,1419561,"T41","HI",126045,"Corporation Net Income Taxes",0.0615
"2834","Idaho",2005,1428241,"T27","ID",30160,"Public Utilities License",0.05083
"2835","Idaho",2005,1428241,"T12","ID",86913,"Insurance Premiums Sales Tax",0.05083
"2836","Idaho",2005,1428241,"T25","ID",6838,"Motor Vehicle Operators License",0.05083
"2837","Idaho",2005,1428241,"T20","ID",1517,"Alcoholic Beverages License",0.05083
"2838","Idaho",2005,1428241,"T40","ID",1040512,"Individual Income Taxes",0.05083
"2839","Idaho",2005,1428241,"T09","ID",1128485,"General Sales and Gross Receipts Taxes",0.05083
"2840","Idaho",2005,1428241,"T22","ID",2075,"Corporations in General License",0.05083
"2841","Idaho",2005,1428241,"T29","ID",2888,"Other License Taxes",0.05083
"2842","Idaho",2005,1428241,"T15","ID",1534,"Public Utilities Sales Tax",0.05083
"2843","Idaho",2005,1428241,"T53","ID",2488,"Severance Taxes",0.05083
"2844","Idaho",2005,1428241,"T01","ID",0,"Property Taxes",0.05083
"2846","Idaho",2005,1428241,"T10","ID",6813,"Alcoholic Beverages Sales Tax",0.05083
"2847","Idaho",2005,1428241,"T28","ID",49987,"Occupation and Businesses License, NEC",0.05083
"2848","Idaho",2005,1428241,"T24","ID",113676,"Motor Vehicles License",0.05083
"2849","Idaho",2005,1428241,"T51","ID",0,"Documentary and Stock Transfer Taxes",0.05083
"2850","Idaho",2005,1428241,"T11","ID",0,"Amusements Sales Tax",0.05083
"2851","Idaho",2005,1428241,"T13","ID",220102,"Motor Fuels Sales Tax",0.05083
"2852","Idaho",2005,1428241,"T16","ID",51843,"Tobacco Products Sales Tax",0.05083
"2853","Idaho",2005,1428241,"T50","ID",8822,"Death and Gift Taxes",0.05083
"2854","Idaho",2005,1428241,"T41","ID",140585,"Corporation Net Income Taxes",0.05083
"2855","Idaho",2005,1428241,"T19","ID",5612,"Other Selective Sales and Gross Receipts Taxes",0.05083
"2856","Idaho",2005,1428241,"T14","ID",0,"Pari-mutuels Sales Tax",0.05083
"2857","Idaho",2005,1428241,"T99","ID",2618,"Taxes, NEC",0.05083
"2858","Idaho",2005,1428241,"T21","ID",352,"Amusements License",0.05083
"2859","Idaho",2005,1428241,"T23","ID",30639,"Hunting and Fishing License",0.05083
"2860","Idaho",2006,1468669,"T21","ID",373,"Amusements License",0.04608
"2861","Idaho",2006,1468669,"T10","ID",7089,"Alcoholic Beverages Sales Tax",0.04608
"2862","Idaho",2006,1468669,"T28","ID",53499,"Occupation and Businesses License, NEC",0.04608
"2863","Idaho",2006,1468669,"T09","ID",1078543,"General Sales and Gross Receipts Taxes",0.04608
"2864","Idaho",2006,1468669,"T20","ID",1514,"Alcoholic Beverages License",0.04608
"2865","Idaho",2006,1468669,"T19","ID",6197,"Other Selective Sales and Gross Receipts Taxes",0.04608
"2866","Idaho",2006,1468669,"T01","ID",0,"Property Taxes",0.04608
"2867","Idaho",2006,1468669,"T11","ID",0,"Amusements Sales Tax",0.04608
"2868","Idaho",2006,1468669,"T41","ID",198302,"Corporation Net Income Taxes",0.04608
"2869","Idaho",2006,1468669,"T29","ID",2795,"Other License Taxes",0.04608
"2870","Idaho",2006,1468669,"T51","ID",0,"Documentary and Stock Transfer Taxes",0.04608
"2871","Idaho",2006,1468669,"T53","ID",2897,"Severance Taxes",0.04608
"2872","Idaho",2006,1468669,"T15","ID",2285,"Public Utilities Sales Tax",0.04608
"2873","Idaho",2006,1468669,"T23","ID",34608,"Hunting and Fishing License",0.04608
"2874","Idaho",2006,1468669,"T40","ID",1222569,"Individual Income Taxes",0.04608
"2875","Idaho",2006,1468669,"T50","ID",1818,"Death and Gift Taxes",0.04608
"2876","Idaho",2006,1468669,"T99","ID",1977,"Taxes, NEC",0.04608
"2877","Idaho",2006,1468669,"T25","ID",6066,"Motor Vehicle Operators License",0.04608
"2878","Idaho",2006,1468669,"T24","ID",117752,"Motor Vehicles License",0.04608
"2879","Idaho",2006,1468669,"T14","ID",1035,"Pari-mutuels Sales Tax",0.04608
"2880","Idaho",2006,1468669,"T22","ID",2423,"Corporations in General License",0.04608
"2881","Idaho",2006,1468669,"T12","ID",86077,"Insurance Premiums Sales Tax",0.04608
"2882","Idaho",2006,1468669,"T16","ID",53525,"Tobacco Products Sales Tax",0.04608
"2883","Idaho",2006,1468669,"T13","ID",228140,"Motor Fuels Sales Tax",0.04608
"2884","Idaho",2006,1468669,"T27","ID",33179,"Public Utilities License",0.04608
"2885","Idaho",2007,1505105,"T14","ID",1931,"Pari-mutuels Sales Tax",0.04616
"2886","Idaho",2007,1505105,"T13","ID",231894,"Motor Fuels Sales Tax",0.04616
"2887","Idaho",2007,1505105,"T25","ID",6599,"Motor Vehicle Operators License",0.04616
"2888","Idaho",2007,1505105,"T11","ID",0,"Amusements Sales Tax",0.04616
"2889","Idaho",2007,1505105,"T50","ID",177,"Death and Gift Taxes",0.04616
"2890","Idaho",2007,1505105,"T16","ID",55320,"Tobacco Products Sales Tax",0.04616
"2891","Idaho",2007,1505105,"T41","ID",188229,"Corporation Net Income Taxes",0.04616
"2892","Idaho",2007,1505105,"T53","ID",6649,"Severance Taxes",0.04616
"2893","Idaho",2007,1505105,"T29","ID",3358,"Other License Taxes",0.04616
"2894","Idaho",2007,1505105,"T51","ID",0,"Documentary and Stock Transfer Taxes",0.04616
"2895","Idaho",2007,1505105,"T19","ID",6822,"Other Selective Sales and Gross Receipts Taxes",0.04616
"2896","Idaho",2007,1505105,"T22","ID",2448,"Corporations in General License",0.04616
"2897","Idaho",2007,1505105,"T20","ID",1600,"Alcoholic Beverages License",0.04616
"2898","Idaho",2007,1505105,"T28","ID",56481,"Occupation and Businesses License, NEC",0.04616
"2899","Idaho",2007,1505105,"T12","ID",85622,"Insurance Premiums Sales Tax",0.04616
"2900","Idaho",2007,1505105,"T21","ID",359,"Amusements License",0.04616
